name,specialization,city,experience,rating,phone,email,formattedAddress
"Dr.Sarah Hussain Khattak","Dentist","Islamabad",9,4.4,"03864-8376418","dr.sarah.hussain.khattak483@diagnoai.com","Quaid-e-Azam International Hospital                Dental DepartmentNear Golra Mor, Adjacent Forebels School, Peshawar Road, Islamabad.  Near Golra Mor , Islamabad"
"Dr. Azra Rizwan","Diabetologists","karachi",9,4.7,"03210-3128083","dr..azra.rizwan320@diagnoai.com","Aga Khan University Hospital                 CC Nazerali Walji-2, Stadium Road, Karachi.  Stadium Rd , karachi"
"Dr. Abdul Qadir","General Practitioner","Rawalpindi",18,4.5,"03397-4189745","dr..abdul.qadir795@diagnoai.com","Khawaja Clinic                F-947, New Kararian Satellite Town, Rawalpindi.  Satellite Town , Rawalpindi"
"Dr. Tanveer Abbas","Dentist","Rawalpindi",6,4.8,"03531-3856996","dr..tanveer.abbas266@diagnoai.com","Oral Care Clinic                 Shop # 12, Zaraj Centre, Guraiz II, Rawalpindi.   , Rawalpindi"
"Col. (R) Dr. Sabir Mahmood Khan","Gastroenterology","Rawalpindi",15,4.4,"03641-8784268","col...r..dr..sabir.mahmood.khan575@diagnoai.com","Maryam Memorial Hospital                Medicine and Gastroenterology Department Peshawar Road, Rawalpindi.  Peshawar Road , Rawalpindi"
"Dr Jawad Sajid","Cardiologists","Lahore",18,3.8,"03708-6496047","dr.jawad.sajid572@diagnoai.com","Ittefaq Hospital                H-Block Modal Town, Lahore  Modal Town , Lahore"
"Dr Farhat Rasheed","Gynecologists","Lahore",24,3.7,"03917-9609928","dr.farhat.rasheed371@diagnoai.com","Ittefaq Hospital                 Near H- Block, Model Town, Lahore.  Model Town , Lahore"
"Dr Mah Parveen Qazi","Gynecologists","Islamabad",20,3.6,"03339-8684460","dr.mah.parveen.qazi215@diagnoai.com","Shifa International Hospital                 Sector H-8/4, Islamabad    H-8 , Islamabad"
"DR SANAM SOOMRO","Gynecologists","Jhelum",14,4.1,"03119-4547317","dr.sanam.soomro747@diagnoai.com","FAUJI FOUNDATION MEDICAL CENTER DHARYALA JALAPTown: P.D.KHAN JEHLUM.  P.D.KHAN , Jhelum"
"Dr. Bilal","ENT Specialist","karachi",3,3.7,"03775-1194136","dr..bilal192@diagnoai.com","ENT Clinic                    , karachi"
"Dr. Faisal Shafiq Malik","Dentist","Islamabad",19,4.2,"03362-9924572","dr..faisal.shafiq.malik286@diagnoai.com","The Dental Practice                1st Floor Office # 1, Ghulam Rasool Plaza, Opp. Excel Lab, Fazal-e-haq Road, Blue Area, Islamabad.   Blue Area , Islamabad"
"Dr. Ahmed Qayyum","Dentist","Rawalpindi",12,4.4,"03293-5471831","dr..ahmed.qayyum369@diagnoai.com","Qayyum Dental Surgery                Jhanda Chichi, Airport Road, Rawalpindi.  Jhanda Chichi , Rawalpindi"
"Dr. Muhammad Ishaque Qureshi","ENT Specialist","Islamabad",9,4.8,"03203-1100407","dr..muhammad.ishaque.qureshi813@diagnoai.com","Ali Medical Centre                Kohistan Road, F8 Markaz, Islamabad.  F8 Markaz , Islamabad"
"Dr. Aleem Liaqat","Physiotherapist","Islamabad",20,4.5,"03342-3527570","dr..aleem.liaqat107@diagnoai.com","NMRC Rehabilitation Centre                NMRC, opposite to babri mosque, G-10 Markaz, Islamabad.  G-10 markaz , Islamabad"
"Dr. Javed Akhtar","Pain Management Specialist","Lahore",21,4.5,"03426-8555876","dr..javed.akhtar862@diagnoai.com","Hassan Medical Center                Iqbal Park, Lahore. Cantt.   Iqbal Park, Lahore Cantt , Lahore"
"Dr. Riffat Sultana","Cardiologists","karachi",12,4.5,"03490-5828954","dr..riffat.sultana231@diagnoai.com","National Medical Centre                A-5/A, National Highway, Phase 1, Defence Housing Authority,Near Kala Pul, Karachi.  DHA , karachi"
"Consultant cardiologist Dr. Riaz Zulqernain Aslam","Cardiologist","Lahore",19,3.5,"03571-6645232","consultant.cardiologist.dr..riaz.zulqernain.aslam366@diagnoai.com","Iqra medical complex                  5-A, Jauhar Town، Maulana Shaukat Ali Rd، Lahore.  Johar Town , Lahore"
"Dr. Muhammad Naeem Khan","General Practitioner","Islamabad",4,4.3,"03673-4893634","dr..muhammad.naeem.khan749@diagnoai.com","Naeem Clinic Dental                Clinic Shop # 3, Block 2/B, Feroz Plaza, Khawaja Market, G-9/4, Islamabad.  G-9 , Islamabad"
"Amin Yousaf","Plastic & Aesthetic Surgeon","N/A",12,4.9,"03490-4431362","amin.yousaf533@diagnoai.com","N/A"
"ABDUL REHMAN ALVI","General Surgeon","karachi",5,4,"03277-2199236","abdul.rehman.alvi699@diagnoai.com","The Aga Khan University Hospital                 Consulting Clinics (JHS Building -Second Floor), Karachi.  Stadium Road , karachi"
"Dr Noureen Sabir Chhipa","Skin Specialists | Dermatologists","karachi",8,3.6,"03406-4926940","dr.noureen.sabir.chhipa298@diagnoai.com","Imam Clinic                ST-5, Block-I, North Nazimabad, Karachi.   North Nazimabad , karachi"
"Dr Abdul Waheed","Cardiologists","Lahore",5,4.4,"03346-2653656","dr.abdul.waheed959@diagnoai.com","Surraya Azeem Hospital                 Chowk Choubarji Lahore.  Chowk Choubarji , Lahore"
"Dr Naseem Akram","Gynecologists","karachi",12,3.6,"03921-2706667","dr.naseem.akram988@diagnoai.com","National Medical Centre                Korangi Road, Phase 1, DHA, Karachi.  DHA , karachi"
"Dr. Sobia Khateeb","clinical psychology","Islamabad",15,4.2,"03851-1395410","dr..sobia.khateeb37@diagnoai.com","Aga Khan health services of Pakistan                 st.92 near IT center G-9/1 Islambad  G-9 , Islamabad"
"Assistant Professor Dr. Asma Ansari","Gynecologists","Rawalpindi",20,3.6,"03166-4954704","assistant.professor.dr..asma.ansari447@diagnoai.com","Armed Forces Institute of Cardiology                Peshawar Rd, Rawalpindi.   Peshawar Road , Rawalpindi"
"Dr. Zahoor Ahmad Awan","Medical Specialist","Rawalpindi",10,4.8,"03922-2486183","dr..zahoor.ahmad.awan108@diagnoai.com","Maryam Memorial Hospital                Medicine Department , Rawalpindi.  Peshawar Road , Rawalpindi"
"Dr. Muhammad Qamar Masood","Diabetologists","karachi",3,3.8,"03154-7547731","dr..muhammad.qamar.masood593@diagnoai.com","Aga Khan University Hospital                Stadium Road, Karachi.  Stadium Road , karachi"
"Dr Arshad Chohan","ENT Specialist","N/A",14,4.5,"03206-3453406","dr.arshad.chohan591@diagnoai.com","N/A"
"Dr. Junaid .A. Peerzadah","Diabetes and Endocrine","N/A",21,4.9,"03736-2309918","dr..junaid..a..peerzadah20@diagnoai.com","N/A"
"Dr. Amir M. Jan","ENT Specialist","Islamabad",18,3.9,"03993-5198783","dr..amir.m..jan547@diagnoai.com","Capital Clinic                21-E, Huma Plaza, Blue Area, Islamabad.   Blue Area , Islamabad"
"Younus","Dentist","N/A",22,3.8,"03380-6043930","younus281@diagnoai.com","N/A"
"Dr. Saqba Hassan Afridi","Dentist","Rawalpindi",8,4.3,"03416-2827099","dr..saqba.hassan.afridi336@diagnoai.com","Margalla Dental Hospital                Orthodontics Department,Quaid-e-Azam Avenue, Gulrez Phase III, Rawalpindi.  Gulrez Phase III , Rawalpindi"
"Maj (R) Dr. Sultan Mehmood Ahmd TI (M)","Child Specialist","Rawalpindi",13,4.2,"03699-5459489","maj..r..dr..sultan.mehmood.ahmd.ti..m.367@diagnoai.com","Dental Point                Clinic Gulraiz-6, Opposite Safari Hospital, Inside Gulraiz Gate No 1, Rawalpindi.  Gulraiz-6 , Rawalpindi"
"Dr. Bashir Ahmed","ENT Specialist","Rawalpindi",9,3.9,"03852-5097480","dr..bashir.ahmed65@diagnoai.com","OPD Complex                ENT and Head & Neck Surgery DepartmentJhelum Road, Near Bahria Phase VIII Gate, Sawan, Rawalpindi.   Bahria Phase VIII , Rawalpindi"
"Dr Tariq Azam Siddiqui","Cardiologists","karachi",5,4.4,"03502-8038404","dr.tariq.azam.siddiqui437@diagnoai.com","National Medical Center                A-5/A, National Highway,,Near Kala Pul,, Korangi Road, Karachi.  DHA , karachi"
"DR. RASHID JAHANGER","Pathologist","Islamabad",13,4.3,"03667-7409713","dr..rashid.jahanger144@diagnoai.com","G-9 Markaz                Office No. 7, 1st Floor Laraib Centre G9 Markaz Islamabad  Prime Health Labs , Islamabad"
"Dr. Aasma tayyab khan","Skin Specialists | Dermatologists","Islamabad",5,3.6,"03202-3233356","dr..aasma.tayyab.khan752@diagnoai.com","cosmetic laser and skin clinic                house # 1, street # 62.    Sector f-8/4 , Islamabad"
"Dr Lubna Riaz Dar","Gynecologists","Lahore",9,3.8,"03328-4999648","dr.lubna.riaz.dar239@diagnoai.com","Shalamar Hospital                Shalimar Link Road, Mughalpura, Lahore.  MughalPura , Lahore"
"Dr Farkhanda Qadir","Gynecologists","karachi",8,4.3,"03149-5175744","dr.farkhanda.qadir371@diagnoai.com","Batool General Hospital                A-197, Block 5, Gulistan-e-Jauhar, Karachi.  Gulistan-e-Jauhar , karachi"
"DR ADEEL AHMED","Oncologist","karachi",16,3.8,"03361-5420383","dr.adeel.ahmed25@diagnoai.com","Kiran Hospital                   , karachi"
"Dr. Naushin Aslam","Dentist","Islamabad",16,4.9,"03934-6320743","dr..naushin.aslam832@diagnoai.com","Ali Medical Centre                Kohistan Road, F8 Markaz, Islamabad.  F-8 , Islamabad"
"Dr. Wisal Khan Babar","General Practitioner","Rawalpindi",16,4.7,"03177-7518185","dr..wisal.khan.babar548@diagnoai.com","Babar Medical Centre                Clinic 3, Sarwar Road, Rawalpindi Cantt.  Sarwar Road , Rawalpindi"
"Dr Ikram Ullah Khan","Skin Specialists | Dermatologists","Islamabad",9,3.7,"03166-7273848","dr.ikram.ullah.khan986@diagnoai.com","Shifa International Hospital                Pitras Bukhari Road, H-8/4, H-8, Islamabad.  H-8 , Islamabad"
"Dr. Muhammad Naeem Ul Haque","Diabetologists","karachi",22,4.7,"03707-9461869","dr..muhammad.naeem.ul.haque278@diagnoai.com","Aga Khan University Hospital                CC Nazerali Walji-2, A.K.U.H., Stadium Road.  CC Nazerali , karachi"
"Dr Zohra Samad","Gynecologists","karachi",24,4,"03968-6542309","dr.zohra.samad916@diagnoai.com","National Medical Center                 A-5/A, National Highway, Phase 1, Defence Housing Authority,Near Kala Pul, Karachi.  DHA , karachi"
"Dr. Saba's Skin Clinic","Skin Specialists | Dermatologists","N/A",4,3.9,"03374-6010347","dr..saba.s.skin.clinic991@diagnoai.com","N/A"
"Dr. Behram Khan","Cardiologists","Quetta",19,4.5,"03935-4937175","dr..behram.khan732@diagnoai.com","Bolan Medical College                12-Khojak House, White Road , Quetta.  White Road , Quetta"
"Dr. Shariq Ali Khan","Dental surgeon","Lahore",14,4.5,"03520-4397337","dr..shariq.ali.khan912@diagnoai.com","Sherwani Dental Associates                8 - B Model Town  Model Town , Lahore"
"Assisstant Professor Dr. Majid Dastgir","ENT Specialist","Tarbela",9,4,"03197-6555558","assisstant.professor.dr..majid.dastgir280@diagnoai.com","ENT Department CMH                  Near Attock , Tarbela"
"Dr Ghareeb Nawaz","ENT Specialist","Peshawar",12,4.9,"03804-1317285","dr.ghareeb.nawaz381@diagnoai.com","Khyber Medical Centre                Kohat Road, Lakar Mundi, Peshawar.  Lakar Mandi , Peshawar"
"Hamza Khan","ENT Specialist","N/A",18,3.5,"03263-4571593","hamza.khan653@diagnoai.com","N/A"
"Dr.Pervaiz Jaffri","Ent specialist","Hyderabad",11,4.8,"03423-8377112","dr.pervaiz.jaffri607@diagnoai.com","ENT clinic                Facility address near ahle hadis masjid in Ifra lab  Pacca Qila hyd , Hyderabad"
"Dr Amanullah Memon","Urologists","karachi",9,3.6,"03640-8687586","dr.amanullah.memon79@diagnoai.com","The Aga Khan University Hospital                JHS Building 1st Floor, karachi.    National Stadium Road , karachi"
"Dr Hassan Iqbal","ENT Specialist","Multan",16,4.8,"03839-7444890","dr.hassan.iqbal268@diagnoai.com","Rehman Medical Complex                Nishtar Road Multan,  Pakistan.  Nishtar Road , Multan"
"Dr. zahoor ahmad","General Physician","Islamabad",15,4.2,"03375-3872520","dr..zahoor.ahmad187@diagnoai.com","Pakistan Rawalway hospital                 lane no#07 street 01 near Westridge,peshawer road  Rawalpindi.  Westridge , Islamabad"
"Dr Jaweed Akhter","Diabetologists","karachi",18,4.9,"03932-7534868","dr.jaweed.akhter492@diagnoai.com","The Aga Khan University Hospital                 Stadium Road, Karachi.   , karachi"
"Dr Ghazala Sadiq","Gynecologists","Rawalpindi",23,4.4,"03910-4879015","dr.ghazala.sadiq178@diagnoai.com","Quaid-e-Azam International Hospital                Near Golra Morr, Peshawar Road, Islamabad.  Near Golra Mor , Rawalpindi"
"Dr Zulfiqar A Butt","Urologists","Rawalpindi",6,4.7,"03879-5765669","dr.zulfiqar.a.butt314@diagnoai.com","Bilal Hospital                38-A, Satellite Town, Sadiqabad Road, Rawalpindi  Satellite Town , Rawalpindi"
"Col. (R) Dr. Asma Khalid SI(M)","Gynecologists","Rawalpindi",7,4.4,"03453-7551236","col...r..dr..asma.khalid.si.m.687@diagnoai.com","Maryam Memorial Hospital                Peshawar Road, Rawalpindi.  Peshawar Road , Rawalpindi"
"Dr. Junaid .A. Peerzadah","Diabetes and Endocrine","N/A",15,3.9,"03694-8673740","dr..junaid..a..peerzadah265@diagnoai.com","N/A"
"Dr.","psychologist","karachi",10,4.9,"03587-3448637","dr.234@diagnoai.com","ziauddin Medical University Hospital                Plot No. 33, Behind Kpt Hospital, Keamari,  Karachi, Pakistan.  Ph:(9221) 32851881-5   , karachi"
"Dr. Syed Tauseef-ul-Hassan","Dentist","Islamabad",12,4.1,"03278-6105096","dr..syed.tauseef.ul.hassan801@diagnoai.com","Islamabad Dental Clinic                Civic Centre, G-6, Melody Market, Islamabad.  G-6 , Islamabad"
"Dr. Fasih Ullah Mir","ENT Specialist","karachi",10,3.6,"03447-1951161","dr..fasih.ullah.mir153@diagnoai.com","ENT Hospital                A/28 Malir Kalaboard Karachi (opp. Saudabad Police station), Karachi.   Malir Kalaboard  , karachi"
"Dr Ghazala Mahmood","Gynecologists","Islamabad",4,4.8,"03743-4821157","dr.ghazala.mahmood292@diagnoai.com","Shifa International Hospital                Pitras Bukhari Road, H-8/4, H-8, Islamabad/Rawalpindi.   H-8 , Islamabad"
"Dr Prof Ijaz Hussain","Skin Specialists | Dermatologists","Lahore",13,4,"03562-8453411","dr.prof.ijaz.hussain596@diagnoai.com","Hameed Latif Hospital                14- Abu Baker Block New Garden Town, Lahore.  New Garden Town , Lahore"
"Dr. Umar Farooq Marwat","Dentist","Islamabad",3,3.9,"03723-4584393","dr..umar.farooq.marwat125@diagnoai.com","Islamabad Dental Specialists Clinic                  Dental Department.Office No 12-13, 1st Floor, Lords Trading Center, F-11 Markaz, Islamabad.  F-11  , Islamabad"
"Dr. Uzair Luqman","Dentist","Rawalpindi",23,3.8,"03492-2507089","dr..uzair.luqman870@diagnoai.com","Margalla Dental Hospital                Oral Surgery DepartmentQuaid-e-Azam Avenue, Gulrez Phase III, Rawalpindi.  Gulrez Phase III , Rawalpindi"
"Dr. Muhammad Hussain","Intensive Care","Lahore",13,3.6,"03259-8944325","dr..muhammad.hussain613@diagnoai.com","Masood hospital                Feroz pur road Kalma chowk opposite to Daewoo bus stop    OPD1 , Lahore"
"Consultant Gynaecologist Dr Tayyaba Imran","Gynecologists","Lahore",21,4.6,"03279-1093037","consultant.gynaecologist.dr.tayyaba.imran164@diagnoai.com","Ittefaq Hospital                 Near H Block, Model Town, Lahore.  Model Town , Lahore"
"Dr. Syed Anis Khalid","General Practitioner","Rawalpindi",4,4.9,"03644-1213782","dr..syed.anis.khalid880@diagnoai.com","Khalid Clinic & laboratory                Sarfaraz Khan Road, Mohalla Waris Khan, Rawalpindi.  Mohalla Waris Khan , Rawalpindi"
"Dr. M. Asif Siddiqui","General Practitioner","Islamabad",19,4.1,"03671-4410427","dr..m..asif.siddiqui41@diagnoai.com","Hamza Clinic                Basement Abdullah Bin Masood Masjid, G-9 Markaz, Karachi Company, Islamabad.  G-9 , Islamabad"
"Dr Amin Yousaf","Plastic & Aesthetic Surgeon","N/A",16,4.1,"03877-6118684","dr.amin.yousaf492@diagnoai.com","N/A"
"Prof Dr Muhammad Amjad","ENT Specialist","Lahore",4,4.5,"03724-8870340","prof.dr.muhammad.amjad703@diagnoai.com","Mid City Hospital                3-A Shadman II, Jail RoadOpposite Kinaird College, Lahore , Pakistan.	  Shadman II , Lahore"
"UMAR NADEEM","Cardiologists","N/A",20,4,"03935-5798944","umar.nadeem79@diagnoai.com","N/A"
"Dr. Abdul Manan Shahid","Dentist","Islamabad",11,4,"03533-5465723","dr..abdul.manan.shahid84@diagnoai.com","Islamabad Dental Specialist                Office No 12-13,1St Floor, Lords Trading Center, F-11 Markaz, Islamabad.  F-11 Markaz , Islamabad"
"Dr Shahzad Ali","Urologists","karachi",5,3.8,"03470-1519118","dr.shahzad.ali493@diagnoai.com","A-5/A, National Highway, Phase 1, Defence Housing Authority,Near Kala Pul, Karachi.   DHA , karachi"
"Dr Rubina Hussain","Gynecologists","karachi",8,3.9,"03955-7197338","dr.rubina.hussain301@diagnoai.com","Ziauddin Hospital                Ziauddin Hospital, North Nazimabad, Karachi.  North Nazimabad , karachi"
"Lt. Col (R) Dr. Saleem Mushtaq Chaudhry","Anesthesiologist","Rawalpindi",10,3.6,"03846-5727017","lt..col..r..dr..saleem.mushtaq.chaudhry884@diagnoai.com","Wapda Hospital                Marir Chowk, Rawalpindi.  Marir Chowk , Rawalpindi"
"Dr. Riaz Anwar Khan","Cardiologists","Peshawar",12,4.7,"03467-1672472","dr..riaz.anwar.khan415@diagnoai.com","Lady Reading Hospital                Postgraduate Medical Institute,Lady Reading Hospital, Peshawar.Residence: H No 1 Street No 1, Sector H-1, Phase-II,Hayatabad Peshawar.  Hayatabad  , Peshawar"
"Dr Anwar Suhail","ENT Specialist","karachi",9,4.6,"03520-5648478","dr.anwar.suhail859@diagnoai.com","The Aga Khan University Hospital                 JHS Building - Ground Floor, Karachi.    Stadium Road , karachi"
"Dr. Muhammad Fahim Awan","ENT Specialist","Lahore",7,4.7,"03827-9542098","dr..muhammad.fahim.awan596@diagnoai.com","Akram Medical Complex                ENT Department, 2-B, Main Gulberg, Ayesha Sadiqa Road, Lahore.  Main Gulberg  , Lahore"
"Dr Mumtaz Lakhani","Pediatricians","N/A",6,4.2,"03650-4419177","dr.mumtaz.lakhani816@diagnoai.com","N/A"
"Dr Sadia Ahsan Pal","Gynecologists","karachi",9,4.8,"03461-2205077","dr.sadia.ahsan.pal444@diagnoai.com","OMI Hospital                Kiyani Shaheed Road, Gazdarabad, Karachi  Gazdarabad , karachi"
"Dr Khurshid Shabbir Raja","Gynecologists","Islamabad",4,3.9,"03302-6144442","dr.khurshid.shabbir.raja119@diagnoai.com","Shifa International Hospital                Pitras Bukhari Road, H-8/4, H-8, Islamabad/Rawalpindi.   H-8 , Islamabad"
"Dr. Hamid Ali","Dentist","Rawalpindi",5,5,"03869-2084481","dr..hamid.ali319@diagnoai.com","Oral Care                Clinic: Shop # 12, Zaraj Centre, Gulraiz II, Rawalpindi.  Gulraiz II , Rawalpindi"
"Dr Rasheeda Ghaffar","Gynecologists","karachi",13,4.3,"03761-9225774","dr.rasheeda.ghaffar440@diagnoai.com","Saifee Hospital                 Block F, North Nazimabad, Karachi.  North Nazimabad , karachi"
"Dr Shafqat Hassan","Cardiologists","karachi",19,4.4,"03172-9034944","dr.shafqat.hassan945@diagnoai.com","Patel Hospital                Block 4, Gulshan-e-Iqbal, Karachi.  Gulshan-e-Iqbal , karachi"
"Dr. Usman Ahmed","Dentist","Rawalpindi",15,4.7,"03726-3720358","dr..usman.ahmed87@diagnoai.com","Margalla Dental Hospital                Orthodontics Dental and Materials Department,Quaid-e-Azam Avenue, Gulrez Phase III, Rawalpindi.  Gulrez Phase III , Rawalpindi"
"Dr. Ajmal Osman","Medical Specialist","Islamabad",9,3.6,"03149-4041468","dr..ajmal.osman944@diagnoai.com","Maryam Hospital                Raja Haq Nawaz Plaza, G-11 Markaz, Islamabad.   G-11  , Islamabad"
